ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
P0DUQ1:Q9Y5B9,0.2514858828313941,0.785,P0DUQ1,Q9Y5B9,0.3,0.32,0.4,72.55,24.627,0.39,0.0,0,29.053,12.0,63.208,65.144,61.272,0.144,0.147,0.141,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10645:P63244,0.214068090499824,0.759,P10645,P63244,0.46,0.462,0.47,57.66,25.046,0.7,0.198,397,29.255,9.623,70.811,46.663,94.958,0.32,0.311,0.328,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
P10451:Q16236,0.05894448300953996,0.636,P10451,Q16236,0.19,0.202,0.25,49.03,29.741,0.59,0.233,781,31.244,9.207,67.353,53.635,81.071,0.588,0.552,0.624,0.05,0,-1,non-interacting pairs,not found in same PDB complex,False
P10632:Q96MT8,0.0964415129997502,0.667,P10632,Q96MT8,0.13,0.194,0.45,68.12,26.034,0.27,0.0,0,31.442,12.0,74.763,83.134,66.393,0.099,0.099,0.099,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P10244:Q96BI3,0.21245082268189436,0.759,P10244,Q96BI3,0.56,0.516,0.34,53.75,28.292,0.81,0.305,2103,29.955,8.346,69.926,65.705,74.148,0.552,0.6,0.504,0.05,0,-1,non-interacting pairs,not found in same PDB complex,False
P10321:Q14147,0.0681692004533816,0.636,P10321,Q14147,0.27,0.33,0.57,71.99,21.89,0.4,0.0,0,29.592,12.0,70.867,83.533,58.202,0.194,0.195,0.194,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P10275:Q9H6K1,0.4343893437965393,0.878,P10275,Q9H6K1,0.18,0.208,0.32,53.44,28.861,0.49,0.0,0,30.679,12.0,79.244,77.026,81.462,0.122,0.12,0.125,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10275:Q8IY47,0.13374374993942617,0.706,P10275,Q8IY47,0.32,0.346,0.45,62.06,26.019,0.54,0.0,0,29.149,12.0,68.518,79.849,57.187,0.168,0.165,0.172,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01563:Q9UDW3,0.14342919686952668,0.714,P01563,Q9UDW3,0.47,0.474,0.49,67.76,21.212,0.61,0.269,3589,27.031,8.776,76.964,91.167,62.76,0.618,0.572,0.664,0.114,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:Q96C92,0.31421786253550665,0.812,P01579,Q96C92,0.11,0.14,0.26,64.75,27.677,0.51,0.0,0,31.214,12.0,90.874,85.675,96.073,0.118,0.124,0.112,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01574:Q9C004,0.10953682328853068,0.686,P01574,Q9C004,0.29,0.314,0.41,58.7,24.716,0.51,0.056,17,28.847,11.328,76.441,94.225,58.658,0.285,0.333,0.237,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
P01591:Q13356,0.05231338395923013,0.636,P01591,Q13356,0.1,0.15,0.35,75.19,25.359,0.27,0.0,0,31.163,12.0,78.664,74.582,82.746,0.102,0.103,0.101,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:Q9NUJ7,0.26109483354413965,0.785,P01579,Q9NUJ7,0.15,0.246,0.63,79.24,17.552,0.34,0.0,0,28.999,12.0,60.937,37.888,83.985,0.161,0.16,0.163,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01574:P30519,0.26004263085680085,0.785,P01574,P30519,0.1,0.176,0.48,69.58,21.455,0.28,0.0,0,29.54,12.0,77.017,67.637,86.397,0.115,0.114,0.117,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01584:P02647,0.07060535213947045,0.667,P01584,P02647,0.23,0.258,0.37,56.15,25.187,0.38,0.0,0,28.855,12.0,54.288,48.929,59.647,0.151,0.143,0.159,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01584:Q96GX1,0.0763554598138585,0.667,P01584,Q96GX1,0.28,0.3,0.38,67.12,25.606,0.4,0.283,1134,29.04,8.605,70.911,70.715,71.107,0.81,0.809,0.811,0.156,0,-1,non-interacting pairs,not found in same PDB complex,False
P01584:P10696,0.1302519911146375,0.706,P01584,P10696,0.16,0.256,0.64,78.8,18.603,0.36,0.0,0,28.776,12.0,78.869,74.401,83.337,0.128,0.137,0.119,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01584:Q8IYS0,0.11388764917850139,0.686,P01584,Q8IYS0,0.15,0.176,0.28,63.03,27.532,0.41,0.0,0,30.489,12.0,68.884,55.303,82.466,0.124,0.12,0.128,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01583:Q9UBB5,0.2242026705831801,0.778,P01583,Q9UBB5,0.18,0.204,0.3,60.92,27.236,0.49,0.0,0,29.874,12.0,85.048,89.106,80.99,0.182,0.215,0.148,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P01574:Q7L9L4,0.26652724873168043,0.785,P01574,Q7L9L4,0.15,0.22,0.5,73.49,18.242,0.27,0.0,0,26.336,12.0,69.217,77.507,60.926,0.147,0.153,0.141,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01574:Q569K4,0.3696997882733051,0.855,P01574,Q569K4,0.74,0.674,0.41,60.04,26.18,0.94,0.403,17000,26.844,7.167,75.535,84.011,67.059,0.596,0.598,0.594,0.073,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:Q9Y287,0.07324446001469172,0.667,P01579,Q9Y287,0.15,0.202,0.41,69.14,23.248,0.35,0.0,0,30.371,12.0,63.841,61.548,66.133,0.198,0.208,0.188,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01574:Q9NPR9,0.09947515004996246,0.667,P01574,Q9NPR9,0.16,0.236,0.54,67.94,21.155,0.32,0.0,0,28.811,12.0,63.909,73.503,54.315,0.138,0.14,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:Q86V20,0.09399018417203454,0.667,P01579,Q86V20,0.12,0.168,0.36,56.03,27.13,0.37,0.0,0,30.827,12.0,48.0,39.325,56.676,0.118,0.113,0.123,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:P36507,0.047654240596251604,0.636,P01579,P36507,0.11,0.206,0.59,73.21,19.816,0.33,0.0,0,29.777,12.0,69.557,81.712,57.403,0.12,0.121,0.118,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01574:Q9BXU7,0.14054322866634197,0.714,P01574,Q9BXU7,0.27,0.302,0.43,55.52,26.183,0.49,0.0,0,28.436,12.0,59.922,67.813,52.031,0.186,0.187,0.185,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:Q9UL01,0.18890664875665,0.74,P01579,Q9UL01,0.17,0.278,0.71,80.31,17.344,0.34,0.0,0,30.104,12.0,60.208,34.234,86.181,0.152,0.144,0.16,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01579:Q2VWA4,0.12087984693352356,0.706,P01579,Q2VWA4,0.17,0.188,0.26,49.96,29.771,0.55,0.0,0,31.01,12.0,77.731,81.742,73.721,0.111,0.111,0.111,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P53803:Q9UKP6,0.09160423440942289,0.667,P53803,Q9UKP6,0.23,0.31,0.63,67.42,18.597,0.46,0.184,1700,26.373,9.795,68.722,50.762,86.682,0.52,0.572,0.469,0.056,0,-1,non-interacting pairs,not found in same PDB complex,False
P53990:Q9UH17,0.17247436934389515,0.73,P53990,Q9UH17,0.33,0.352,0.44,69.93,22.224,0.46,0.06,879,26.349,11.275,67.457,65.624,69.29,0.277,0.266,0.289,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P53803:Q8IWV1,0.019888456671274108,0.559,P53803,Q8IWV1,0.32,0.294,0.19,46.48,29.475,0.77,0.019,41,30.048,11.768,85.297,94.323,76.27,0.283,0.345,0.221,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
P53990:Q8WVK2,0.0,0.0,P53990,Q8WVK2,0.06,0.12,0.36,57.83,27.194,0.27,0.0,0,31.666,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P53803:Q6B9Z1,0.16071253587850975,0.73,P53803,Q6B9Z1,0.2,0.252,0.46,63.57,19.53,0.5,0.019,27,24.296,11.777,78.39,75.019,81.761,0.309,0.302,0.317,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
P53803:Q96RR4,0.03892173988174036,0.636,P53803,Q96RR4,0.26,0.304,0.48,58.35,24.306,0.54,0.0,0,29.728,12.0,48.138,59.233,37.043,0.209,0.217,0.202,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53365:Q96N19,0.08873683607266321,0.667,P53365,Q96N19,0.17,0.212,0.38,64.16,24.879,0.36,0.0,0,30.457,12.0,60.502,57.712,63.293,0.161,0.164,0.158,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53370:Q71U36,0.18152141378061526,0.74,P53370,Q71U36,0.25,0.326,0.63,81.6,17.272,0.37,0.0,0,26.604,12.0,91.438,91.643,91.232,0.157,0.162,0.151,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P53794:Q6A162,0.08854875815552696,0.667,P53794,Q6A162,0.13,0.208,0.52,67.65,24.104,0.33,0.0,0,31.054,12.0,69.659,59.603,79.716,0.132,0.123,0.14,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53365:Q86YD5,0.05207531431811799,0.636,P53365,Q86YD5,0.14,0.186,0.37,60.13,26.849,0.43,0.0,0,30.709,12.0,69.543,89.92,49.166,0.144,0.15,0.138,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53367:Q13618,0.11970021917157882,0.686,P53367,Q13618,0.2,0.272,0.56,76.1,21.673,0.35,0.0,0,29.715,12.0,81.175,88.234,74.116,0.159,0.151,0.167,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P53778:Q9NW08,0.18971288997368613,0.74,P53778,Q9NW08,0.17,0.274,0.69,76.4,18.715,0.29,0.0,0,30.698,12.0,67.05,67.392,66.707,0.1,0.101,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P53041:Q9UJ68,0.28250431620393945,0.802,P53041,Q9UJ68,0.34,0.406,0.67,84.37,15.833,0.44,0.0,0,24.643,12.0,72.98,77.446,68.514,0.155,0.153,0.158,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53396:Q9HC52,0.1515697163740267,0.714,P53396,Q9HC52,0.19,0.274,0.61,73.18,20.934,0.4,0.057,76,30.758,11.316,62.323,61.886,62.76,0.212,0.225,0.199,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P53597:Q8N2W9,0.27591494883516615,0.802,P53597,Q8N2W9,0.37,0.394,0.49,73.18,21.96,0.51,0.0,0,25.871,12.0,85.648,85.491,85.806,0.223,0.216,0.23,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P53365:Q6PKC3,0.07391889730897706,0.667,P53365,Q6PKC3,0.16,0.21,0.41,66.16,26.871,0.37,0.0,0,30.81,12.0,79.787,79.784,79.791,0.127,0.13,0.125,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53621:P62269,0.06959375591977318,0.636,P53621,P62269,0.19,0.232,0.4,69.71,25.624,0.29,0.0,0,30.504,12.0,80.076,72.08,88.072,0.136,0.142,0.13,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53365:Q9P260,0.2364484985046921,0.778,P53365,Q9P260,0.26,0.306,0.49,70.85,25.444,0.48,0.0,0,29.784,12.0,68.196,71.314,65.077,0.174,0.185,0.164,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P53365:Q14940,0.11044259765978154,0.686,P53365,Q14940,0.18,0.228,0.42,61.37,26.414,0.43,0.0,0,30.942,12.0,55.718,68.042,43.395,0.132,0.14,0.123,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P53350:Q13489,0.21022555445440425,0.759,P53350,Q13489,0.19,0.246,0.47,68.43,24.648,0.32,0.0,0,29.934,12.0,62.08,69.964,54.197,0.145,0.143,0.146,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29972:Q13158,0.02263226321510702,0.559,P29972,Q13158,0.09,0.174,0.51,76.73,20.619,0.23,0.0,0,29.671,12.0,80.06,79.53,80.59,0.127,0.116,0.138,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30085:Q9NY12,0.2872955952548568,0.802,P30085,Q9NY12,0.1,0.168,0.44,67.61,23.02,0.32,0.0,0,29.756,12.0,73.44,71.387,75.494,0.131,0.13,0.131,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P52435:Q03591,0.11889780909586423,0.686,P52435,Q03591,0.21,0.24,0.36,77.64,21.654,0.29,0.0,0,27.956,12.0,73.092,64.358,81.826,0.134,0.137,0.13,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P52298:P55064,0.06329312669741634,0.636,P52298,P55064,0.15,0.234,0.57,76.32,17.645,0.26,0.0,0,27.619,12.0,54.48,59.502,49.458,0.2,0.211,0.19,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53041:Q9UBL3,0.28292683733362484,0.802,P53041,Q9UBL3,0.25,0.29,0.45,74.24,24.103,0.37,0.0,0,30.506,12.0,73.274,82.645,63.904,0.139,0.144,0.134,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P51991:Q96MU8,0.3071459097703832,0.812,P51991,Q96MU8,0.4,0.406,0.43,62.02,25.527,0.62,0.121,1035,29.904,10.545,74.716,66.015,83.418,0.226,0.218,0.233,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P52797:Q9UBZ9,0.36324284291900244,0.843,P52797,Q9UBZ9,0.43,0.414,0.35,56.21,28.283,0.62,0.057,104,30.131,11.321,64.667,50.529,78.804,0.191,0.203,0.179,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P52630:Q9BZZ5,0.3043934590479713,0.812,P52630,Q9BZZ5,0.59,0.568,0.48,74.14,23.565,0.65,0.238,10498,30.077,9.142,76.053,74.743,77.363,0.561,0.509,0.614,0.061,0,-1,non-interacting pairs,not found in same PDB complex,False
P52435:Q9Y5Z0,0.16644871687829865,0.73,P52435,Q9Y5Z0,0.29,0.356,0.62,74.71,19.146,0.47,0.151,1397,27.474,10.186,65.532,56.013,75.051,0.389,0.4,0.378,0.021,0,-1,non-interacting pairs,not found in same PDB complex,False
P52888:Q9NR50,0.11893433175027246,0.686,P52888,Q9NR50,0.16,0.242,0.57,78.79,19.289,0.27,0.0,0,29.879,12.0,74.489,85.995,62.982,0.117,0.12,0.114,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P52435:Q6ZMV9,0.06093941071025141,0.636,P52435,Q6ZMV9,0.26,0.29,0.41,66.06,26.454,0.44,0.0,0,30.766,12.0,81.183,85.581,76.785,0.165,0.175,0.156,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P52298:P57679,0.3329219604163224,0.834,P52298,P57679,0.45,0.476,0.58,66.43,22.604,0.6,0.008,5,25.502,11.9,65.596,59.101,72.091,0.209,0.204,0.214,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P52630:Q16236,0.07487651550702078,0.667,P52630,Q16236,0.19,0.244,0.46,62.78,26.801,0.47,0.0,0,31.022,12.0,71.803,76.666,66.94,0.19,0.2,0.18,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P52298:Q8IWV8,0.28639131567847714,0.802,P52298,Q8IWV8,0.38,0.454,0.75,79.36,16.471,0.49,0.136,1530,27.328,10.367,68.949,65.485,72.412,0.324,0.34,0.309,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
P01374:P02489,0.04280000015749291,0.636,P01374,P02489,0.13,0.184,0.4,66.0,23.609,0.34,0.0,0,30.219,12.0,66.289,86.854,45.725,0.154,0.176,0.131,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01374:Q7RTV2,0.3029173163194644,0.812,P01374,Q7RTV2,0.21,0.276,0.54,77.74,19.252,0.34,0.0,0,28.889,12.0,65.639,49.371,81.907,0.216,0.215,0.216,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P01350:Q6IAA8,0.06979509511141994,0.667,P01350,Q6IAA8,0.12,0.154,0.29,67.38,26.023,0.65,0.02,7,29.698,11.757,78.474,62.441,94.508,0.295,0.227,0.363,0.017,0,-1,non-interacting pairs,not found in same PDB complex,False
P01111:Q969H6,0.1390301487676093,0.706,P01111,Q969H6,0.46,0.486,0.59,70.41,15.693,0.53,0.079,3186,20.583,11.057,82.349,84.115,80.582,0.48,0.54,0.421,0.05,0,-1,non-interacting pairs,not found in same PDB complex,False
P01210:Q96LT6,0.2044909024618246,0.759,P01210,Q96LT6,0.37,0.404,0.54,61.08,21.919,0.58,0.106,2007,27.777,10.726,65.695,44.199,87.191,0.379,0.395,0.363,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
P01374:Q92784,0.1253104885139984,0.706,P01374,Q92784,0.15,0.18,0.3,63.5,26.732,0.4,0.0,0,30.797,12.0,83.342,88.804,77.88,0.119,0.132,0.106,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01033:P20248,0.20818534208596548,0.759,P01033,P20248,0.22,0.27,0.47,67.25,23.096,0.43,0.0,0,29.488,12.0,74.098,80.33,67.866,0.142,0.155,0.13,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01116:Q9H0L4,0.10094366454598509,0.686,P01116,Q9H0L4,0.22,0.236,0.3,56.86,28.303,0.5,0.0,0,30.099,12.0,69.409,61.204,77.614,0.184,0.185,0.183,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01135:Q99062,0.11918703768527648,0.686,P01135,Q99062,0.34,0.354,0.41,69.7,24.715,0.52,0.059,497,29.231,11.294,83.491,79.913,87.068,0.405,0.35,0.461,0.034,0,-1,non-interacting pairs,not found in same PDB complex,False
P01138:Q9UH77,0.17300981522636427,0.73,P01138,Q9UH77,0.15,0.208,0.44,74.08,22.281,0.31,0.0,0,29.698,12.0,69.969,55.926,84.013,0.135,0.134,0.135,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P00740:P29084,0.16836715677653666,0.73,P00740,P29084,0.25,0.292,0.46,70.88,24.189,0.44,0.013,1,30.2,11.85,70.371,71.919,68.823,0.169,0.199,0.138,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01286:Q96PE7,0.1908490334507159,0.74,P01286,Q96PE7,0.14,0.216,0.52,69.92,21.026,0.48,0.104,1396,28.248,10.755,76.864,56.729,97.0,0.387,0.472,0.301,0.043,0,-1,non-interacting pairs,not found in same PDB complex,False
P01210:Q9Y5Y0,0.20288428893118768,0.759,P01210,Q9Y5Y0,0.18,0.244,0.5,56.33,23.821,0.45,0.0,0,30.175,12.0,54.616,37.691,71.54,0.199,0.203,0.196,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01042:Q9NXA8,0.2857882821518464,0.802,P01042,Q9NXA8,0.38,0.388,0.42,67.29,25.51,0.57,0.0,0,28.125,12.0,76.561,78.593,74.528,0.284,0.298,0.269,0.017,0,-1,non-interacting pairs,not found in same PDB complex,False
P01116:Q8NHY2,0.1390869543489736,0.706,P01116,Q8NHY2,0.16,0.226,0.49,71.88,23.965,0.34,0.0,0,30.348,12.0,67.888,47.463,88.313,0.15,0.147,0.152,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P00738:P11926,0.1542220738185852,0.73,P00738,P11926,0.18,0.248,0.52,75.83,20.838,0.29,0.0,0,28.734,12.0,77.933,68.404,87.463,0.135,0.129,0.141,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01374:Q86VR7,0.22909259352011765,0.778,P01374,Q86VR7,0.12,0.178,0.41,67.57,25.899,0.34,0.0,0,31.361,12.0,82.428,77.328,87.529,0.098,0.097,0.099,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01116:Q86UL8,0.24848774376547478,0.785,P01116,Q86UL8,0.34,0.324,0.26,59.56,29.479,0.51,0.0,0,30.528,12.0,62.129,45.236,79.021,0.149,0.154,0.143,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP23:Q96IU4,0.1856699604810581,0.74,P0DP23,Q96IU4,0.13,0.224,0.6,80.84,16.327,0.23,0.0,0,26.562,12.0,78.229,75.112,81.345,0.179,0.187,0.17,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DPF6:P20042,0.046240221553297045,0.636,P0DPF6,P20042,0.15,0.182,0.31,49.01,28.316,0.57,0.058,4,30.855,11.3,62.877,45.451,80.302,0.252,0.196,0.307,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP23:Q9BTX7,0.11746976427030112,0.686,P0DP23,Q9BTX7,0.26,0.326,0.59,70.46,18.674,0.4,0.043,78,25.869,11.49,56.936,56.067,57.806,0.312,0.32,0.304,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DTL5:P28335,0.2529838347007601,0.785,P0DTL5,P28335,0.19,0.242,0.45,62.45,22.628,0.37,0.0,0,28.659,12.0,70.59,71.707,69.473,0.136,0.134,0.137,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DPK2:P62318,0.02337049049351455,0.559,P0DPK2,P62318,0.05,0.1,0.3,57.3,25.57,0.3,0.0,0,30.472,12.0,53.715,64.926,42.504,0.109,0.111,0.106,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DN80:Q16637,0.3613012228194877,0.843,P0DN80,Q16637,0.67,0.648,0.56,64.89,21.509,0.85,0.357,11523,26.35,7.713,77.899,82.965,72.833,0.68,0.674,0.685,0.12,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP23:P51884,0.17222371600447295,0.73,P0DP23,P51884,0.18,0.276,0.66,77.81,16.36,0.31,0.0,0,26.116,12.0,76.834,69.655,84.013,0.154,0.158,0.15,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DMW2:P19957,0.09837010146610688,0.667,P0DMW2,P19957,0.34,0.348,0.38,58.64,22.191,0.75,0.239,1512,23.853,9.126,81.722,74.058,89.385,0.63,0.667,0.593,0.122,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DPK4:Q96BI3,0.09044374662216433,0.667,P0DPK4,Q96BI3,0.19,0.242,0.45,69.67,22.719,0.33,0.0,0,29.662,12.0,53.104,37.059,69.149,0.199,0.208,0.19,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DN80:P50553,0.40006892256633286,0.871,P0DN80,P50553,0.28,0.334,0.55,66.3,21.392,0.52,0.13,1377,28.673,10.436,64.276,87.595,40.958,0.322,0.309,0.335,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DUB6:P61964,0.3583322899486621,0.843,P0DUB6,P61964,0.51,0.532,0.62,89.97,16.582,0.55,0.211,1909,29.096,9.471,79.662,72.383,86.941,0.416,0.443,0.389,0.035,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP08:P19634,0.06328965827204415,0.636,P0DP08,P19634,0.25,0.31,0.55,66.8,22.537,0.49,0.0,0,28.487,12.0,73.032,65.022,81.042,0.151,0.149,0.154,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP23:Q8TDF6,0.1553628053276829,0.73,P0DP23,Q8TDF6,0.29,0.348,0.58,65.02,21.744,0.43,0.0,0,27.354,12.0,65.443,66.229,64.656,0.181,0.183,0.178,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DN78:Q9H9Q2,0.04100541988810785,0.636,P0DN78,Q9H9Q2,0.18,0.244,0.5,71.84,20.401,0.36,0.0,0,27.314,12.0,61.607,46.714,76.5,0.219,0.225,0.213,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP74:Q9NVM4,0.06922648990225976,0.636,P0DP74,Q9NVM4,0.16,0.288,0.8,80.39,11.915,0.31,0.0,0,28.771,12.0,52.009,54.419,49.598,0.135,0.131,0.138,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DPD6:Q99732,0.6088386357060812,0.94,P0DPD6,Q99732,0.57,0.602,0.73,78.06,15.931,0.69,0.244,11785,25.934,9.077,61.76,93.04,30.479,0.251,0.234,0.267,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP72:P33991,0.060687271653185285,0.636,P0DP72,P33991,0.15,0.198,0.39,69.02,26.484,0.28,0.0,0,31.339,12.0,74.937,76.136,73.737,0.099,0.098,0.101,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DMV9:Q9Y5F8,0.48188615269706536,0.892,P0DMV9,Q9Y5F8,0.39,0.388,0.38,71.38,26.835,0.49,0.123,657,30.881,10.519,76.605,85.418,67.792,0.305,0.339,0.27,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DP23:Q9Y5H9,0.19561341318396785,0.74,P0DP23,Q9Y5H9,0.2,0.234,0.37,68.63,26.585,0.37,0.0,0,30.986,12.0,79.856,72.883,86.829,0.123,0.123,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DN26:Q96J02,0.11711382593204746,0.686,P0DN26,Q96J02,0.4,0.416,0.48,70.1,24.054,0.51,0.0,0,29.337,12.0,62.766,65.47,60.061,0.194,0.179,0.209,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P29372:Q96EK9,0.19834085565490084,0.759,P29372,Q96EK9,0.52,0.512,0.48,71.32,22.504,0.64,0.262,27592,26.195,8.859,75.051,80.612,69.49,0.433,0.446,0.42,0.031,0,-1,non-interacting pairs,not found in same PDB complex,False
P29373:P30532,0.05900929399217729,0.636,P29373,P30532,0.1,0.18,0.5,72.36,20.907,0.25,0.0,0,30.103,12.0,61.495,75.225,47.764,0.115,0.109,0.12,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P29084:Q9BYE4,0.0,0.0,P29084,Q9BYE4,0.06,0.134,0.43,71.49,24.029,0.43,0.0,0,31.191,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
