ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,SLIRS,SLIRS_area,SLIRS_std,SLIRS_median,SLIRS_top5_avg,SLIRS_top10_avg,SLIRS_percentage,SC_LIS,SC_LIS_area,ICS_bin,ICS_log,mean_interface,compactness,total_interface_weight,LIP,PWID,ZIES,global_mean,global_std,interface_mean_z,ZCP,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
C9JJ19:P82673,0.02315129777518579,0.559,C9JJ19,P82673,0.29,0.338,0.53,79.66,18.362,0.46,0.0,0,24.988,12.0,0.0,0.0,0.0,0.0,0.0,0.007,1062.668,0.014,0.002,0.182,0.175,0.731,0.0,0.0,0.0,0.0,0.006,0.0,941.697,0.0,0.0,-0.739,0.015,0.118,-0.13,-0.13,87.549,85.055,90.042,0.187,0.193,0.18,0.013,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q9Y3D5,0.029638124169596766,0.636,C9JJ19,Q9Y3D5,0.18,0.25,0.53,76.01,18.522,0.38,0.0,0,26.225,12.0,0.0,0.0,0.0,0.0,0.0,0.004,233.026,0.006,0.001,0.084,0.08,0.365,0.0,0.0,0.0,0.0,0.003,0.0,219.847,0.0,0.0,-0.763,0.023,0.141,-0.159,-0.159,82.418,82.17,82.667,0.21,0.209,0.21,0.013,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q8TCC3,0.0,0.0,C9JJ19,Q8TCC3,0.07,0.152,0.48,75.86,20.639,0.27,0.0,0,30.355,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.956,0.0,0.0,0.008,0.007,0.015,0.0,0.0,0.0,0.0,0.0,0.0,10.645,0.0,0.0,-0.761,0.022,0.138,-0.158,-0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q13084,0.020355040563702444,0.559,C9JJ19,Q13084,0.33,0.386,0.61,83.6,14.82,0.48,0.0,0,21.682,12.0,0.0,0.0,0.0,0.0,0.0,0.026,3043.402,0.033,0.015,0.289,0.283,2.642,0.0,0.0,0.0,0.0,0.023,0.0,2659.547,0.0,0.0,-0.852,0.018,0.129,-0.142,-0.142,89.98,86.457,93.503,0.235,0.229,0.241,0.016,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q96GC5,0.052971819660134575,0.636,C9JJ19,Q96GC5,0.07,0.146,0.45,74.82,21.694,0.29,0.0,0,30.524,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.806,0.0,0.0,0.001,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,9.949,0.0,0.0,-0.693,0.02,0.131,-0.15,-0.15,88.714,88.604,88.824,0.111,0.111,0.11,0.01,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q9BRJ2,0.062375659785954954,0.636,C9JJ19,Q9BRJ2,0.25,0.302,0.51,74.79,18.847,0.43,0.0,0,25.011,12.0,0.0,0.0,0.0,0.0,0.0,0.005,691.386,0.007,0.002,0.113,0.103,0.502,0.0,0.0,0.0,0.0,0.005,0.0,675.473,0.0,0.0,-0.693,0.016,0.119,-0.134,-0.134,65.073,73.919,56.227,0.143,0.131,0.155,0.01,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:P51398,0.0,0.0,C9JJ19,P51398,0.09,0.182,0.55,78.16,19.823,0.25,0.0,0,30.633,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.132,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,16.832,0.0,0.0,-0.838,0.015,0.116,-0.133,-0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q96EY7,0.04745999618918112,0.636,C9JJ19,Q96EY7,0.12,0.214,0.59,70.92,21.419,0.3,0.0,0,30.912,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.593,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,24.923,0.0,0.0,-0.7,0.01,0.093,-0.109,-0.109,84.438,90.35,78.527,0.104,0.105,0.102,0.009,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:P09001,0.06005396455591987,0.636,C9JJ19,P09001,0.31,0.37,0.61,80.84,16.286,0.44,0.0,0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.011,1698.09,0.011,0.008,0.118,0.112,1.084,0.0,0.0,0.0,0.0,0.01,0.0,1547.075,0.0,0.0,-0.806,0.016,0.119,-0.134,-0.134,51.673,62.832,40.515,0.126,0.126,0.126,0.009,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q8TAE8,0.029909711248540992,0.636,C9JJ19,Q8TAE8,0.41,0.44,0.56,80.23,17.572,0.6,0.13,7103,21.697,10.435,0.098,0.108,0.49,0.474,7.11,0.14,13942.989,0.225,0.016,1.121,1.114,13.957,0.059,5854.368,1.0,0.048,0.123,0.391,12248.785,2.59,0.004,-0.529,0.019,0.13,-0.143,-0.143,89.088,90.806,87.37,0.571,0.581,0.562,0.102,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q9Y399,0.06386110308636422,0.636,C9JJ19,Q9Y399,0.11,0.182,0.47,76.39,20.97,0.3,0.0,0,29.248,12.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.002,0.002,0.025,0.0,0.0,0.0,0.0,0.0,0.0,31.385,0.0,0.0,-0.703,0.018,0.125,-0.143,-0.143,91.151,89.063,93.239,0.116,0.117,0.116,0.01,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q9NX20,0.19144652219108738,0.74,C9JJ19,Q9NX20,0.15,0.218,0.49,80.08,19.051,0.29,0.0,0,28.143,12.0,0.0,0.0,0.0,0.0,0.0,0.0,53.945,0.0,0.0,0.003,0.003,0.048,0.0,0.0,0.0,0.0,0.0,0.0,49.737,0.0,0.0,-0.791,0.019,0.128,-0.144,-0.144,86.822,86.835,86.809,0.119,0.117,0.121,0.01,0,0,non-interacting pairs,no physical interaction,False
P55769:Q8TED0,0.14204640702148674,0.714,P55769,Q8TED0,0.12,0.188,0.46,71.79,22.371,0.26,0.0,0,30.159,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.886,0.0,0.0,0.001,0.001,0.013,0.0,0.0,0.0,0.0,0.0,0.0,18.255,0.0,0.0,-0.63,0.016,0.114,-0.139,-0.139,85.263,85.885,84.641,0.108,0.112,0.104,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62277:Q969X6,0.19810519950075825,0.759,P62277,Q969X6,0.24,0.346,0.77,79.6,13.948,0.37,0.0,0,28.397,12.0,0.0,0.0,0.0,0.0,0.0,0.001,140.591,0.002,0.0,0.077,0.07,0.068,0.0,0.0,0.0,0.0,0.001,0.0,157.695,0.0,0.0,-1.216,0.013,0.106,-0.114,-0.114,60.818,45.905,75.732,0.178,0.162,0.193,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62266:Q8TED0,0.08199389521886558,0.667,P62266,Q8TED0,0.1,0.17,0.45,71.23,23.012,0.25,0.0,0,30.836,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37,0.0,0.0,0.001,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,13.025,0.0,0.0,-0.6,0.015,0.109,-0.137,-0.137,82.122,86.242,78.002,0.103,0.106,0.1,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62277:Q92979,0.022400490890242684,0.559,P62277,Q92979,0.08,0.162,0.49,69.92,21.002,0.24,0.0,0,29.817,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.404,0.0,0.0,0.001,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,11.204,0.0,0.0,-0.687,0.024,0.141,-0.168,-0.168,78.46,73.75,83.17,0.117,0.12,0.114,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P46782:Q9Y324,0.0,0.0,P46782,Q9Y324,0.06,0.136,0.44,74.67,21.601,0.22,0.0,0,30.651,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.313,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,7.594,0.0,0.0,-0.687,0.024,0.14,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O43818:P46782,0.08350150027680571,0.667,O43818,P46782,0.14,0.22,0.54,71.99,21.306,0.32,0.0,0,29.701,12.0,0.0,0.0,0.0,0.0,0.0,0.0,40.165,0.0,0.0,0.002,0.002,0.021,0.0,0.0,0.0,0.0,0.0,0.0,39.794,0.0,0.0,-0.691,0.015,0.114,-0.128,-0.128,82.031,88.174,75.887,0.131,0.131,0.13,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62847:Q8TED0,0.14305440836512848,0.714,P62847,Q8TED0,0.09,0.164,0.46,72.76,22.695,0.24,0.0,0,31.276,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.719,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,9.065,0.0,0.0,-0.615,0.015,0.111,-0.137,-0.137,71.723,82.39,61.056,0.097,0.097,0.097,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8IWA0:Q9NY61,0.05167924131852837,0.636,Q8IWA0,Q9NY61,0.16,0.22,0.46,65.73,25.644,0.29,0.0,0,31.294,12.0,0.0,0.0,0.0,0.0,0.0,0.0,64.842,0.0,0.0,0.004,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,74.167,0.0,0.0,-0.48,0.007,0.072,-0.099,-0.099,65.505,71.064,59.945,0.119,0.114,0.124,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8TED0:Q92979,0.08932043793749034,0.667,Q8TED0,Q92979,0.25,0.292,0.46,72.25,22.058,0.36,0.0,0,27.324,12.0,0.0,0.0,0.0,0.0,0.0,0.002,462.07,0.002,0.0,0.026,0.024,0.183,0.0,0.0,0.0,0.0,0.002,0.0,451.462,0.0,0.0,-0.579,0.013,0.103,-0.127,-0.127,80.138,78.712,81.563,0.177,0.175,0.178,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8NI36:Q8TED0,0.21487190300192704,0.759,Q8NI36,Q8TED0,0.16,0.23,0.51,74.05,23.714,0.31,0.0,0,31.134,12.0,0.0,0.0,0.0,0.0,0.0,0.0,66.115,0.0,0.0,0.002,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,70.512,0.0,0.0,-0.552,0.007,0.076,-0.091,-0.091,64.072,43.691,84.452,0.108,0.105,0.11,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P46781:Q9H0A0,0.018750813668635142,0.559,P46781,Q9H0A0,0.14,0.218,0.53,64.8,23.815,0.29,0.0,0,30.906,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.613,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,32.067,0.0,0.0,-0.458,0.008,0.077,-0.102,-0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O00567:P62081,0.03718339255318285,0.636,O00567,P62081,0.1,0.168,0.44,69.64,24.335,0.27,0.0,0,31.155,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.951,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,16.311,0.0,0.0,-0.521,0.012,0.099,-0.122,-0.122,90.272,87.706,92.838,0.096,0.096,0.095,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O43818:Q8TED0,0.05431289331821161,0.636,O43818,Q8TED0,0.16,0.208,0.4,69.9,24.437,0.31,0.0,0,29.756,12.0,0.0,0.0,0.0,0.0,0.0,0.0,108.157,0.0,0.0,0.003,0.003,0.022,0.0,0.0,0.0,0.0,0.0,0.0,111.525,0.0,0.0,-0.512,0.01,0.089,-0.114,-0.114,80.473,81.783,79.162,0.134,0.133,0.134,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O00566:P46782,0.3882331965902923,0.86,O00566,P46782,0.59,0.534,0.31,63.31,28.278,0.86,0.192,7271,29.877,9.691,0.117,0.183,0.57,0.562,2.617,0.026,7256.619,0.126,0.0,1.046,1.039,2.612,0.017,4643.797,1.0,0.019,0.027,0.722,7445.137,5.55,0.002,-0.195,0.01,0.086,-0.103,-0.103,77.811,77.351,78.272,0.542,0.493,0.591,0.059,-1,0,unclear (exclude for analysis),no physical interaction,False
P46782:Q15061,0.14605645489109786,0.714,P46782,Q15061,0.28,0.312,0.44,62.46,24.671,0.44,0.0,0,30.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,75.034,0.002,0.0,0.097,0.09,0.027,0.0,0.0,0.0,0.0,0.0,0.0,85.562,0.0,0.0,-0.488,0.011,0.092,-0.117,-0.117,73.245,71.352,75.137,0.128,0.129,0.127,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8TED0:Q9NY61,0.0,0.0,Q8TED0,Q9NY61,0.11,0.158,0.35,65.88,27.524,0.27,0.0,0,31.666,12.0,0.0,0.0,0.0,0.0,0.0,0.0,26.652,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,31.147,0.0,0.0,-0.365,0.009,0.081,-0.107,-0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P62263:Q9H0A0,0.0,0.0,P62263,Q9H0A0,0.13,0.212,0.54,61.08,23.805,0.28,0.0,0,31.075,12.0,0.0,0.0,0.0,0.0,0.0,0.0,20.221,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,22.824,0.0,0.0,-0.45,0.008,0.078,-0.105,-0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9BVJ6:Q9H0A0,0.02485142015636148,0.559,Q9BVJ6,Q9H0A0,0.15,0.21,0.45,61.46,27.498,0.34,0.0,0,31.593,12.0,0.0,0.0,0.0,0.0,0.0,0.0,71.311,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,88.11,0.0,0.0,-0.329,0.005,0.061,-0.081,-0.081,70.879,84.595,57.162,0.093,0.092,0.094,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q5QJE6:Q8TED0,0.0,0.0,Q5QJE6,Q8TED0,0.13,0.17,0.33,57.68,28.705,0.24,0.0,0,31.535,12.0,0.0,0.0,0.0,0.0,0.0,0.0,35.783,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,45.232,0.0,0.0,-0.297,0.008,0.071,-0.116,-0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9Y2W2:Q9Y333,0.018909993127883818,0.559,Q9Y2W2,Q9Y333,0.12,0.146,0.25,57.5,29.242,0.18,0.0,0,31.105,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.916,0.0,0.0,0.001,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,9.635,0.0,0.0,-0.243,0.01,0.088,-0.108,-0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9Y2W2:Q9Y3B4,0.17516680610165075,0.73,Q9Y2W2,Q9Y3B4,0.22,0.22,0.22,53.63,29.784,0.59,0.0,0,30.937,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.824,0.0,0.0,0.021,0.019,0.011,0.0,0.0,0.0,0.0,0.0,0.0,21.737,0.0,0.0,-0.223,0.011,0.087,-0.107,-0.107,67.664,54.042,81.285,0.143,0.123,0.162,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62308:Q07955,0.3684360960097911,0.855,P62308,Q07955,0.85,0.786,0.53,73.34,19.381,0.92,0.64,11531,19.36,4.325,0.19,0.7,0.9,0.9,30.589,0.348,13104.565,0.503,0.004,1.195,1.195,34.764,0.251,9461.223,1.0,0.292,0.306,0.954,11550.028,4.513,0.116,0.009,0.029,0.158,-0.163,-0.163,84.542,92.977,76.106,0.856,0.799,0.913,0.429,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9BZL1:Q9Y4Z0,0.11108634192916968,0.686,Q9BZL1,Q9Y4Z0,0.12,0.172,0.38,67.96,20.581,0.3,0.0,0,25.762,12.0,0.0,0.0,0.0,0.0,0.0,0.01,197.744,0.025,0.001,0.341,0.319,0.974,0.0,0.0,0.0,0.0,0.01,0.0,195.174,0.0,0.0,-0.608,0.041,0.187,-0.212,-0.212,74.46,69.915,79.006,0.28,0.277,0.283,0.016,-1,0,unclear (exclude for analysis),no physical interaction,False
P62314:Q07955,0.17430574881910038,0.73,P62314,Q07955,0.06,0.102,0.27,68.35,25.67,0.29,0.0,0,30.789,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0,0.001,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,5.397,0.0,0.0,-0.44,0.023,0.139,-0.164,-0.164,92.569,94.121,91.017,0.107,0.109,0.105,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62308:Q9Y2W2,0.1190271877813262,0.686,P62308,Q9Y2W2,0.18,0.188,0.22,55.11,29.591,0.2,0.0,0,31.195,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.468,0.0,0.0,0.023,0.019,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.778,0.0,0.0,-0.225,0.011,0.089,-0.112,-0.112,72.283,88.143,56.424,0.133,0.157,0.109,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9BZL1:Q9Y2W2,0.11336678068073301,0.686,Q9BZL1,Q9Y2W2,0.13,0.146,0.21,53.78,29.543,0.16,0.0,0,30.903,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.938,0.0,0.0,0.002,0.002,0.008,0.0,0.0,0.0,0.0,0.0,0.0,8.648,0.0,0.0,-0.22,0.011,0.09,-0.121,-0.121,71.125,89.459,52.791,0.108,0.114,0.102,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62310:Q9Y2W2,0.12426393558160952,0.706,P62310,Q9Y2W2,0.16,0.172,0.22,53.59,29.403,0.2,0.0,0,30.547,12.0,0.0,0.0,0.0,0.0,0.0,0.0,46.284,0.003,0.0,0.143,0.129,0.035,0.0,0.0,0.0,0.0,0.0,0.0,47.465,0.0,0.0,-0.228,0.01,0.088,-0.11,-0.11,68.859,65.523,72.195,0.148,0.155,0.142,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62304:Q9Y2W2,0.05909786189625735,0.636,P62304,Q9Y2W2,0.12,0.14,0.22,57.02,29.574,0.19,0.0,0,31.46,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451,0.0,0.0,0.002,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,7.388,0.0,0.0,-0.231,0.01,0.089,-0.115,-0.115,62.703,75.154,50.251,0.105,0.11,0.1,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q7RTV0:Q9Y2W2,0.04931061828481853,0.636,Q7RTV0,Q9Y2W2,0.28,0.27,0.23,55.29,29.295,0.29,0.004,1,30.491,11.95,0.0,0.008,0.008,0.008,0.001,0.001,141.355,0.011,0.0,0.48,0.441,0.1,0.0,0.645,1.0,0.0,0.001,0.004,139.197,0.0,0.0,-0.234,0.011,0.088,-0.123,-0.123,74.702,79.588,69.815,0.249,0.276,0.221,0.014,-1,0,unclear (exclude for analysis),no physical interaction,False
Q15393:Q9Y2W2,0.5330971040637844,0.91,Q15393,Q9Y2W2,0.24,0.322,0.65,72.28,21.211,0.47,0.0,0,30.508,12.0,0.0,0.0,0.0,0.0,0.0,0.0,243.473,0.001,0.0,0.05,0.046,0.016,0.0,0.0,0.0,0.0,0.0,0.0,266.636,0.0,0.0,-0.728,0.005,0.068,-0.073,-0.073,66.013,87.879,44.147,0.124,0.134,0.115,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q15427:Q9Y2W2,0.14173515687541452,0.714,Q15427,Q9Y2W2,0.22,0.228,0.26,56.45,29.516,0.57,0.028,10,30.732,11.665,0.025,0.054,0.077,0.056,0.002,0.001,693.007,0.011,0.0,0.674,0.641,0.127,0.0,7.371,1.0,0.0,0.001,0.009,633.143,0.962,0.0,-0.214,0.007,0.074,-0.088,-0.088,78.685,78.284,79.087,0.241,0.234,0.249,0.015,-1,0,unclear (exclude for analysis),no physical interaction,False
Q15428:Q9Y2W2,0.10400424745995683,0.686,Q15428,Q9Y2W2,0.27,0.256,0.2,49.39,30.2,0.28,0.101,405,31.443,10.784,0.147,0.167,0.645,0.616,0.068,0.001,424.559,0.019,0.0,0.875,0.869,0.071,0.0,201.446,1.0,0.001,0.001,0.6,498.341,1.915,0.0,-0.175,0.008,0.071,-0.103,-0.103,62.433,69.302,55.564,0.261,0.349,0.172,0.013,-1,0,unclear (exclude for analysis),no physical interaction,False
P62314:Q9Y2W2,0.09151186971566339,0.667,P62314,Q9Y2W2,0.18,0.186,0.21,51.9,29.567,0.21,0.0,0,31.196,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.198,0.0,0.0,0.026,0.024,0.009,0.0,0.0,0.0,0.0,0.0,0.0,16.205,0.0,0.0,-0.213,0.01,0.086,-0.108,-0.108,62.644,79.163,46.125,0.103,0.109,0.096,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:P09661,0.21929161167908687,0.778,O14776,P09661,0.23,0.236,0.26,65.58,29.178,0.42,0.0,0,30.962,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59.839,0.0,0.0,0.016,0.015,0.011,0.0,0.0,0.0,0.0,0.0,0.0,65.815,0.0,0.0,-0.257,0.006,0.073,-0.081,-0.081,71.782,62.047,81.518,0.125,0.122,0.129,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O75643:Q9Y2W2,0.6155316629525251,0.94,O75643,Q9Y2W2,0.35,0.408,0.64,71.63,22.303,0.54,0.0,0,30.183,12.0,0.0,0.0,0.0,0.0,0.0,0.001,1645.508,0.006,0.0,0.45,0.435,0.06,0.0,0.0,0.0,0.0,0.001,0.0,1857.061,0.0,0.0,-0.623,0.003,0.055,-0.058,-0.058,64.745,85.296,44.194,0.165,0.177,0.153,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q07955:Q9Y2W2,0.16158590589481878,0.73,Q07955,Q9Y2W2,0.19,0.202,0.25,57.6,29.547,0.55,0.0,0,30.823,12.0,0.0,0.0,0.0,0.0,0.0,0.001,164.882,0.004,0.0,0.204,0.188,0.052,0.0,0.0,0.0,0.0,0.0,0.0,153.303,0.0,0.0,-0.219,0.009,0.082,-0.102,-0.102,84.099,89.796,78.403,0.173,0.181,0.166,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
O75533:Q07955,0.03996533090656758,0.636,O75533,Q07955,0.15,0.22,0.5,71.23,24.748,0.37,0.0,0,31.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,43.468,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,47.432,0.0,0.0,-0.48,0.006,0.073,-0.082,-0.082,72.399,70.05,74.748,0.095,0.095,0.095,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q07955:Q13435,0.04018356115173429,0.636,Q07955,Q13435,0.15,0.172,0.26,61.6,29.628,0.25,0.0,0,31.278,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.886,0.0,0.0,0.002,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,33.589,0.0,0.0,-0.226,0.008,0.074,-0.105,-0.105,71.928,59.674,84.182,0.111,0.106,0.115,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:O95777,0.05538191125515694,0.636,O14776,O95777,0.19,0.204,0.26,63.69,29.267,0.4,0.0,0,31.194,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.775,0.0,0.0,0.005,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,18.072,0.0,0.0,-0.257,0.007,0.075,-0.081,-0.081,75.209,70.579,79.84,0.139,0.14,0.138,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q9NW64,0.45678294964433286,0.886,O14776,Q9NW64,0.19,0.208,0.28,64.65,29.294,0.42,0.017,2,31.183,11.8,0.0,0.033,0.033,0.033,0.0,0.0,267.351,0.006,0.0,0.45,0.417,0.029,0.0,1.025,1.0,0.0,0.0,0.004,313.05,0.0,0.0,-0.26,0.006,0.067,-0.075,-0.075,67.48,67.984,66.976,0.159,0.156,0.162,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P46777:Q9NX58,0.05986280948259863,0.636,P46777,Q9NX58,0.08,0.154,0.45,72.66,25.019,0.22,0.0,0,31.524,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,13.003,0.0,0.0,-0.538,0.014,0.106,-0.136,-0.136,91.118,97.836,84.4,0.093,0.093,0.094,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P47914:Q9NX58,0.027226786061841486,0.559,P47914,Q9NX58,0.07,0.098,0.21,62.69,28.277,0.39,0.0,0,31.378,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.185,0.0,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,-0.316,0.016,0.109,-0.148,-0.148,78.161,76.985,79.337,0.11,0.116,0.104,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62269:Q9NX58,0.023247782283509686,0.559,P62269,Q9NX58,0.11,0.148,0.3,62.55,27.038,0.31,0.0,0,30.773,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.921,0.0,0.0,0.003,0.003,0.012,0.0,0.0,0.0,0.0,0.0,0.0,14.961,0.0,0.0,-0.388,0.017,0.113,-0.153,-0.153,80.87,90.43,71.31,0.122,0.121,0.123,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P49207:Q9NX58,0.0,0.0,P49207,Q9NX58,0.06,0.096,0.24,62.54,27.543,0.26,0.0,0,31.546,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.851,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,5.059,0.0,0.0,-0.37,0.017,0.115,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P30050:Q9NX58,0.046910672007385606,0.636,P30050,Q9NX58,0.16,0.168,0.2,52.79,27.595,0.33,0.0,0,30.192,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.851,0.001,0.0,0.032,0.03,0.025,0.0,0.0,0.0,0.0,0.0,0.0,38.622,0.0,0.0,-0.315,0.016,0.108,-0.144,-0.144,60.238,56.273,64.203,0.167,0.189,0.146,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
