"ppi","gene1","gene2","co.expression","BP","CC","MF","str_label","non_struct_label","is_preppi","Total"
"Q8WYP5:Q9BVL2","AHCTF1","NUP58",0.830871275697651,0.35,0.927450980392157,0.248418491484185,0,-1,1,204.11263451744
"Q6P161:Q9NUL7","MRPL54","DDX28",0.584350532726948,0.0972222222222222,0.54,0.350803489439853,0,-1,1,2.175298125
"P18615:Q9UL03","NELFE","INTS6",0.873112005816015,0.286904761904762,0.523529411764706,0.733333333333333,0,0,1,1.3999588118496
"P08621:Q7L014","SNRNP70","DDX46",0.70846473680066,0.63,0.58047619047619,0.408424908424908,0,-1,1,16.0095637287649
"P42704:Q96DV4","LRPPRC","MRPL38",0.663093563639513,0.166666666666667,0.33168449197861,1,0,-1,1,1.562071896
"P09001:Q9HC36","MRPL3","MRM3",0.661573305620199,0.121428571428571,0.5625,0.291304347826087,0,-1,1,1.7591882106645
"P33993:Q15370","MCM7","ELOB",0.390204565436774,0.116666666666667,0.617283950617284,0.939393939393939,0,-1,1,31.897081125
"P62805:Q71F23","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","CENPU",0,0,0,0,0,-1,1,0.25845476477148
"Q16540:Q9HC36","MRPL23","MRM3",0.5889589719395,0.121428571428571,0.5625,0.817391304347826,0,-1,1,9.3941165082798
"P42677:Q5JTH9","RPS27","RRP12",0.183348988484748,0,0.441269841269841,1,0,-1,1,5.688583683648
"O75821:P20042","EIF3G","EIF2S2",0.586333273747875,0.425,0.799206349206349,0.844715447154472,0,-1,1,3486.95552387217
"Q13769:Q86V81","THOC5","ALYREF",0.492321785519662,0.605844155844156,0.684210526315789,0.857575757575758,0,1,1,7581.40153584704
"Q9BQ48:Q9HC36","MRPL34","MRM3",0.489948024510437,0.121428571428571,0.5625,0.221014492753623,0,-1,1,1.5758884698375
"Q86TS9:Q9GZT3","MRPL52","SLIRP",0.594760166799596,0.110555555555556,0.535515873015873,0.916666666666667,0,-1,1,20.2574580432
"Q13617:Q9BRX5","CUL2","GINS3",0.646286898972653,0.0925925925925926,0.551515151515152,1,0,-1,1,14.42805
"Q13084:Q9HC36","MRPL28","MRM3",0.479598019160868,0.121428571428571,0.5625,0.817391304347826,0,-1,1,18.268501856
"P40938:Q99638","RFC3","RAD9A",0.388996468424888,0.228156565656566,0.794444444444444,0.867278554778555,0,-1,1,291.319647956834
"P21283:Q6P9B6","ATP6V1C1","MEAK7",0.102619247120051,0.128773448773449,0.398214285714286,1,0,-1,1,1.187984028
"P35269:Q5SXM2","GTF2F1","SNAPC4",0.848256062959147,0.666666666666667,0.8,0.600925925925926,0,-1,1,12.0486120000246
"Q8N1F7:Q99567","NUP93","NUP88",0.734912560786803,0.5,0.878703703703704,0.916666666666667,0,-1,1,204.11263451744
"Q9BYC8:Q9HC36","MRPL32","MRM3",0.54448945765274,0.121428571428571,0.5625,0.817391304347826,0,-1,1,9.3626072012
"P33991:Q15370","MCM4","ELOB",0.35244440280026,0.116666666666667,0.561728395061728,0.939393939393939,0,-1,1,40.989060288
"Q9GZT3:Q9NVS2","SLIRP","MRPS18A",0.461197790450694,0.118055555555556,0.237824675324675,0.25,0,0,1,5.387544525
"P48729:P62979","CSNK1A1","RPS27A",0.550907947484752,0.224074074074074,0.8273681515617,0.776111111111111,0,-1,1,17.467943027535
"Q9HC36:Q9NRX2","MRM3","MRPL17",0.562937521052608,0.125,0.249125874125874,0.8125,0,-1,1,16.9979943878976
"O60921:P40938","HUS1","RFC3",0.46658973301515,0.343423551756885,0.933333333333333,0.651844070961718,0,-1,1,700.829150010102
"Q15370:Q9BRX5","ELOB","GINS3",0.465368289871808,0.108974358974359,0.551515151515152,1,0,-1,1,2.37937882909056
"O43504:Q12980","LAMTOR5","NPRL3",0.505184848667886,0.200307430664574,0.644444444444444,0.857142857142857,0,-1,1,2.2127426448
"Q9HC36:Q9Y3B7","MRM3","MRPL11",0.678910019543121,0.136904761904762,0.411405723905724,0.910852713178295,0,-1,1,15.221231058
"P52948:Q9BVL2","NUP98","NUP58",0.839095855969702,0.339583333333333,0.927450980392157,0.985401459854015,0,-1,1,533.870248147309
"Q86V81:Q96FV9","ALYREF","THOC1",0.582692402761904,0.393722943722944,0.508333333333333,0.948275862068966,0,1,1,25549.1826702721
"Q6IAA8:Q9BVC4","LAMTOR1","MLST8",0.0749158548214867,0.296989738656405,0.249723145071982,0.8984375,0,-1,1,12.2545619766
"P42704:Q7Z7F7","LRPPRC","MRPL55",0.368802165903161,0.188888888888889,0.316433566433566,0.25,0,0,1,2.885104068
"P49406:Q9HC36","MRPL19","MRM3",0.431080939478054,0.107954545454545,0.5625,0.817391304347826,0,-1,1,2.1076142234994
"P62805:Q6IPU0","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","CENPP",0,0,0,0,0,-1,1,0.34960004
"P01215:P63092","CGA","GNAS",0.675415362272439,0.231996988518728,0.346428571428571,0.399394319131161,0,-1,0,0
"Q5SRE5:Q8TEM1","NUP188","NUP210",0.367526934753632,0.430555555555556,0.890740740740741,0.25,0,-1,1,551.549502512
"Q9HC36:Q9NX20","MRM3","MRPL16",0.692188762334258,0.125,0.249125874125874,0.583333333333333,0,-1,1,17.5463167875072
"O75937:Q9BWJ5","DNAJC8","SF3B5",0.594700182076096,0,0.475714285714286,0.925,0,-1,1,161.666574696236
"Q9GZT3:Q9NWU5","SLIRP","MRPL22",0.569867133057538,0.118055555555556,0.30275974025974,0.583333333333333,0,-1,1,58.334871936
"Q75QN2:Q9H3P2","INTS8","NELFA",0.854693950210677,0.590277777777778,0.810714285714286,0.883333333333333,0,-1,1,2.331875
"Q13619:Q6P1J9","CUL4A","CDC73",0.680154421147419,0.179862914862915,0.759090909090909,0.980519480519481,0,-1,1,10.248183968
"P57740:Q9BTX1","NUP107","NDC1",0.826041541992069,0.353977272727273,0.798892580287929,0.625,0,-1,1,3427.0520141376
"O15234:Q8WUQ7","CASC3","CACTIN",0.813427211800403,0.225103835691616,0.542222222222222,0.8125,0,-1,1,1.059977358
"P42704:P82933","LRPPRC","MRPS9",0.801351136725414,0.166666666666667,0.30275974025974,0.55,0,-1,1,8.167489836
"P59768:Q9HB89","GNG2","NMUR1",0.197583124724502,0.537085137085137,0.925,0.160714285714286,0,-1,1,6.6957024
"Q03468:Q9GZS3","ERCC6","SKIC8",0,0.163828138092844,0.672666666666667,1,0,-1,1,1.32616664756352
"Q86V81:Q96J01","ALYREF","THOC3",0.710752654353214,0.540584415584416,0.581818181818182,1,0,-1,1,98515.5120963403
"Q68CZ6:Q99871","HAUS3","HAUS7",0.374479416276852,0.514770723104057,0.735049019607843,0.930555555555556,0,-1,1,76.36493317024
"P63272:P67775","SUPT4H1","PPP2CA",0.587226284748116,0.125186939129247,0.368080357142857,0.866409346630866,0,0,1,97.0644079235865
"O75394:P42704","MRPL33","LRPPRC",0.261298730753583,0.0952380952380952,0.395091896407686,0.199404761904762,0,0,1,1.02939913605408
"P62805:Q7L2Z9","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","CENPQ",0,0,0,0,0,-1,1,9.736361114
"O60841:P42677","EIF5B","RPS27",0.268476636315939,0.190873015873016,0.817238095238095,0.581168831168831,0,-1,1,13.34421629376
"Q9HC36:Q9NP92","MRM3","MRPS30",0.658251203072737,0.1125,0.262310606060606,0.583333333333333,0,-1,1,22.8763792
"Q5EE01:Q93077","CENPW","H2AC6",0.0260117771808161,0.121428571428571,0.516666666666667,0.6,0,-1,1,379.6959767808
"Q8N0V3:Q96EL2","RBFA","MRPS24",0.487947248025356,0.166666666666667,0.195247933884298,0.25,0,-1,1,37.315680366525
"A8MT69:P49450","CENPX","CENPA",0.148252793852578,0.251709401709402,0.66,0.895833333333333,0,-1,1,1623.64474503155
"A6NJ78:Q9Y291","METTL15","MRPS33",0.520746955311539,0.0954545454545455,0.277892561983471,0.25,0,-1,1,2.559375
"L0R8F8:Q9NUL7","MIEF1","DDX28",0.716017139086292,0.571428571428571,0.54,0.15995670995671,0,0,0,0
"P68431:Q86U86","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","PBRM1",0,0,0,0,0,-1,1,108.147920263421
"Q9GZU8:Q9Y421","PSME3IP1","FAM32A",0.47036985441624,0.111111111111111,0.636363636363636,0.625,0,-1,1,5.274991465425
"P40937:Q99638","RFC5","RAD9A",0.673551115456051,0.228156565656566,0.794444444444444,0.885683760683761,0,-1,1,487.477693210941
"Q15369:Q9BVW5","ELOC","TIPIN",0.702416077645402,0.0835057997557997,0.514285714285714,0.925,0,-1,1,3.621493689
"O75694:P49792","NUP155","RANBP2",0.572374155749182,0.261942918192918,0.749019607843137,0.762269412269412,0,-1,1,1719.90907232225
"Q6P161:Q9HC36","MRPL54","MRM3",0.643003102025212,0.107954545454545,0.5625,0.817391304347826,0,-1,1,1.4652754070625
"O75419:Q96L50","CDC45","LRR1",0.904714759402906,0.129411764705882,0.45,1,0,-1,1,41.5027728
"O60671:P40938","RAD1","RFC3",0.461193496480764,0.343423551756885,0.933333333333333,0.651844070961718,0,-1,1,436.628692668199
"P60709:P62807","ACTB","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10",0,0,0,0,0,-1,1,3.22884801792
"Q6P1L8:Q9HC36","MRPL14","MRM3",0.711629036971396,0.107954545454545,0.5625,0.291304347826087,0,-1,1,1.9931045378
"P49146:P59768","NPY2R","GNG2",0.375706609550703,0.318571428571429,0.918674698795181,1,0,-1,1,12.01945537824
"Q8N983:Q9HC36","MRPL43","MRM3",0.556989020608578,0.121428571428571,0.5625,0.817391304347826,0,-1,1,4.2842725550625
"P42704:Q9BYD3","LRPPRC","MRPL4",0.823625933811504,0.166666666666667,0.335227272727273,0.678571428571429,0,-1,1,11.935511808
"O76080:P17980","ZFAND5","PSMC3",0.578535598030554,0.0858363858363858,0.458395989974937,0.910802469135803,0,1,1,6.8402182602336
"Q9HC36:Q9NVS2","MRM3","MRPS18A",0.5986295972812,0.133928571428571,0.237824675324675,0.25,0,-1,1,18.268501856
"A6NJ78:O15235","METTL15","MRPS12",0.509931181461102,0.0939393939393939,0.197261072261072,0.55,0,-1,1,1.433236
"P18615:Q9H0H0","NELFE","INTS2",0.571293144915427,0.286904761904762,0.475,1,0,0,1,1.95858476
"Q7Z7F7:Q9GZT3","MRPL55","SLIRP",0.269725490774158,0.110555555555556,0.535515873015873,0.240740740740741,0,-1,1,21.5557594332003
"Q15370:Q9Y248","ELOB","GINS2",0.315320118375981,0.108974358974359,0.295238095238095,1,0,-1,1,5.5668838567584
"Q9BYD3:Q9HC36","MRPL4","MRM3",0.657772909244172,0.107954545454545,0.5625,0.817391304347826,0,-1,1,14.1626501253468
"P62807:Q9BU64","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10","CENPO",0,0,0,0,0,-1,1,45.0393050681376
"P62807:Q9BS16","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10","CENPK",0,0,0,0,0,-1,1,0.9608332944
"Q13617:Q96L50","CUL2","LRR1",0.68442496616176,0.541666666666667,0.866666666666667,1,0,1,1,12.3493467313125
"Q96DV4:Q9HC36","MRPL38","MRM3",0.637660908536077,0.107954545454545,0.5625,0.817391304347826,0,-1,1,3.8820566444
"Q6IPU0:Q93077","CENPP","H2AC6",0.0705971267722362,0.113095238095238,0.516666666666667,0.6,0,-1,1,1.87853346
"Q9GZT3:Q9H9J2","SLIRP","MRPL44",0.490881666568322,0.119047619047619,0.294739057239057,0.583333333333333,0,-1,1,25.611020628468
"Q9BQC6:Q9HC36","MRPL57","MRM3",0.364615091839576,0.107954545454545,0.5625,0.817391304347826,0,-1,1,1.4652754070625
"P62805:Q13352","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","ITGB3BP",0,0,0,0,0,-1,1,0.2050259568
"P42704:Q16540","LRPPRC","MRPL23",0.590929542507234,0.177777777777778,0.295909090909091,0.75,0,-1,1,6.449056152
"Q15370:Q9BRT9","ELOB","GINS4",0.216031530486618,0.123397435897436,0.320833333333333,1,0,-1,1,10.9508760567782
"Q8TAE8:Q9HC36","GADD45GIP1","MRM3",0.373677905631973,0.107954545454545,0.5625,0.817391304347826,0,-1,1,1.8560155156125
"Q93077:Q9NSP4","H2AC6","CENPM",0.0410489533360354,0.125,0.569047619047619,0,0,-1,1,1.334892768
"Q9H9J2:Q9HC36","MRPL44","MRM3",0.673524272174808,0.196428571428571,0.5625,0.817391304347826,0,-1,1,3.425344098
"Q92665:Q9GZT3","MRPS31","SLIRP",0.477263523726547,0.0991666666666667,0.535515873015873,0.916666666666667,0,-1,1,5.10398955
"P24928:P67775","POLR2A","PPP2CA",0.515549468133956,0.125186939129247,0.368080357142857,0.866409346630866,0,1,1,320.15104626961
"O14561:Q9HC36","NDUFAB1","MRM3",0.177588506992467,0.0954545454545455,0.5625,0.817391304347826,0,-1,1,6.68359824
"P35658:Q7Z3B4","NUP214","NUP54",0.551703100410834,0.323879551820728,0.927450980392157,0.983766233766234,0,-1,1,291.994170608524
"P42704:Q8IXM3","LRPPRC","MRPL41",-0.0572523596469315,0.183333333333333,0.279525162337662,0.5,0,-1,1,2.630536062
"Q9HD33:Q9NUL7","MRPL47","DDX28",0.630001982010915,0.0972222222222222,0.54,0.137337662337662,0,-1,1,49.366677129
"P35658:Q8WYP5","NUP214","AHCTF1",0.789763356487401,0.287566137566138,0.653846153846154,0.25,0,-1,1,1808.5819445512
"Q9BYD3:Q9GZT3","MRPL4","SLIRP",0.443455432763983,0.0991666666666667,0.535515873015873,0.916666666666667,0,-1,1,2.8745268834
"A8MT69:P62805","CENPX","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16",0,0,0,0,0,-1,1,1792.5753308672
"Q14197:Q9HC36","MRPL58","MRM3",0.598738574776905,0.107954545454545,0.5625,0.13932022084196,0,-1,1,6.51249429305257
"Q16540:Q9GZT3","MRPL23","SLIRP",0.293231356718461,0.110555555555556,0.535515873015873,0.916666666666667,0,0,1,14.4987353726481
"Q9BQ48:Q9NUL7","MRPL34","DDX28",0.378131127021739,0.107954545454545,0.54,0.137337662337662,0,-1,1,1.726622625
"P82914:Q9GZT3","MRPS15","SLIRP",0.501633583370101,0.110555555555556,0.535515873015873,0.916666666666667,0,0,1,49.220048196
"P33993:Q13617","MCM7","CUL2",0.708992483655398,0.128571428571429,0.719230769230769,0.931317204301075,0,-1,1,76.1945657214617
"Q8N5N7:Q9NUL7","MRPL50","DDX28",0.553791308388182,0.0972222222222222,0.54,0,0,-1,1,1.717340625
"Q86V81:Q86W42","ALYREF","THOC6",0.594756063879222,0.390945165945166,0.561333333333333,1,0,-1,1,92339.3241700201
"Q9NUL7:Q9P0M9","DDX28","MRPL27",0.442356763050731,0.118055555555556,0.237824675324675,0.472222222222222,0,1,1,2.51876625
"Q8NFH4:Q99567","NUP37","NUP88",0.750255975845239,0.5,0.878703703703704,0.916666666666667,0,-1,1,9998.42811835237
"Q9BYD2:Q9GZT3","MRPL9","SLIRP",0.413319382752412,0.110555555555556,0.535515873015873,0.916666666666667,0,-1,1,81.3044655709836
"Q9H0U6:Q9HC36","MRPL18","MRM3",0.417534920352425,0.121428571428571,0.5625,0.817391304347826,0,-1,1,7.2689694908
"Q6I9Y2:Q86V81","THOC7","ALYREF",0.650910768630818,0.605844155844156,0.684210526315789,0.857575757575758,0,1,1,22605.4156075052
"P62269:Q9UI30","RPS18","TRMT112",0.645566159567045,0.117638422183877,0.517592592592593,0.924404761904762,0,-1,1,1.33186959081625
"Q16531:Q8WVC0","DDB1","LEO1",0.596757194646133,0.20941385003885,0.738461538461539,0.96031746031746,0,-1,1,22.8763792
"Q8IXM3:Q9HC36","MRPL41","MRM3",-0.197584300275519,0.121428571428571,0.5625,0.817391304347826,0,-1,1,1.8560155156125
"Q5SRE5:Q99567","NUP188","NUP88",0.87175615514657,0.5,0.878703703703704,0.333333333333333,0,-1,1,459.548488641
"P42704:Q9NQ50","LRPPRC","MRPL40",0.476169882059704,0.166666666666667,0.30770944741533,0.90625,0,-1,1,3.297970368
"Q13619:Q2YD98","CUL4A","UVSSA",0.56300862965973,0.277777777777778,0.858823529411765,0.7,0,-1,1,14.449165038
"P48729:P62269","CSNK1A1","RPS18",0.578765989712728,0.3,0.691950113378685,0.62,0,-1,1,3.3480614335218
"O43709:P08865","BUD23","RPSA",0.271595715524428,0.145287698412698,0.444312169312169,0.782051282051282,0,-1,1,78.8846106012149
"P42704:Q5T653","LRPPRC","MRPL2",0.807161488144226,0.166666666666667,0.295909090909091,0.791666666666667,0,-1,1,1.727508288
"Q14691:Q15369","GINS1","ELOC",0.609711190962737,0.0941595441595442,0.56996855345912,0.973270440251572,0,-1,1,6.92207340825
"Q13084:Q9NUL7","MRPL28","DDX28",0.516978419662686,0.107954545454545,0.54,0.350803489439853,0,-1,1,2.61079
"Q12769:Q8NFH5","NUP160","NUP35",0.803818209613262,0.328717948717949,0.814634146341463,0.768518518518518,0,-1,1,448.38137208416
"P33991:Q13617","MCM4","CUL2",0.651667508808683,0.0961038961038961,0.546153846153846,0.931317204301075,0,-1,1,65.1055032904474
"Q9HC36:Q9P015","MRM3","MRPL15",0.396670043177864,0.0982142857142857,0.349242424242424,0.75,0,-1,1,2.3928921406992
"Q9BYC8:Q9GZT3","MRPL32","SLIRP",0.330037278988451,0.110555555555556,0.535515873015873,0.916666666666667,0,0,1,16.9440181186
"Q9HC36:Q9P0M9","MRM3","MRPL27",0.477046738698276,0.133928571428571,0.237824675324675,0.5,0,-1,1,23.017471356
"A8MT69:P62807","CENPX","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10",0,0,0,0,0,-1,1,155.442718233489
"P08708:Q9NSI2","RPS17","SLX9",0.334498824926818,0.5,0.407407407407407,0.25,0,-1,1,2.3911971768
"P62807:Q71F23","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10","CENPU",0,0,0,0,0,-1,1,14.92476014205
"P49792:Q9BVL2","RANBP2","NUP58",0.833001393396989,0.339583333333333,0.927450980392157,0.985401459854015,0,-1,1,4077.09159495732
"Q03468:Q13619","ERCC6","CUL4A",0.695270606294435,0.147834209441352,0.748824786324786,0.899616858237548,0,-1,1,15788.8553547794
"Q07864:Q15369","POLE","ELOC",0.375245665573138,0.107952069716776,0.56996855345912,0.973270440251572,0,-1,1,8.307061191
"P59768:Q8IVG9","GNG2","MT-RNR2",0.203161178107333,0.150922077922078,0.429220779220779,0.894736842105263,0,0,1,0.8011
"P09001:Q9NUL7","MRPL3","DDX28",0.578632357450984,0.107954545454545,0.54,0.350803489439853,0,-1,1,1.0566796865625
"P62857:Q9NSI2","RPS28","SLX9",0.235757695589296,1,0.407407407407407,1,0,-1,1,1.5798161984
"Q9NRX2:Q9NUL7","MRPL17","DDX28",0.571040228997249,0.0972222222222222,0.54,0.15995670995671,0,-1,1,1.9937466387531
"P49792:Q7Z3B4","RANBP2","NUP54",0.876201441240678,0.282417582417582,0.927450980392157,0.983766233766234,0,-1,1,10130.4323342077
"Q96EH3:Q9HC36","MALSU1","MRM3",0.682276912312893,0.0811688311688312,0.5625,0.817391304347826,0,-1,1,2.418496
"P52948:Q8N1F7","NUP98","NUP93",0.736328612891998,0.360884353741497,0.832113821138211,0.863636363636364,0,-1,1,4716.45893449658
"P46781:P48729","RPS9","CSNK1A1",0.560829392779492,0.144928018841062,0.763988095238095,0.574381570810142,0,-1,1,0.3108203080227
"Q8TCC3:Q9HC36","MRPL30","MRM3",0.501757156650513,0.107954545454545,0.5625,0.221014492753623,0,-1,1,3.5266513040896
"P08865:Q9NSI2","RPSA","SLX9",0.279388866911676,0.111111111111111,0.177777777777778,1,0,-1,1,1.729436742
"Q9HC36:Q9HD33","MRM3","MRPL47",0.714376191308056,0.125,0.425802139037433,0.25,0,-1,1,8.167489836
"Q13895:Q9NSI2","BYSL","SLX9",0.386980119202703,1,0.537037037037037,1,0,1,1,1.363123125
"Q9BYD1:Q9NUL7","MRPL13","DDX28",0.558002234118201,0.107954545454545,0.54,0.350803489439853,0,-1,1,1.48023212759297
"P37198:Q8TEM1","NUP62","NUP210",0.649638291677881,0.430555555555556,0.890740740740741,1,0,-1,1,81.79943897088
"P33993:Q15369","MCM7","ELOC",0.381605813475092,0.107952069716776,0.626572327044025,0.973270440251572,0,-1,1,1.2050268912
"O14561:Q9NUL7","NDUFAB1","DDX28",0.133788852556104,0.183333333333333,0.54,0.15995670995671,0,-1,1,1.549796873625
"Q9BZE1:Q9HC36","MRPL37","MRM3",0.706790960484772,0.121428571428571,0.5625,0.291304347826087,0,-1,1,6.68359824
"P48729:P62847","CSNK1A1","RPS24",0.649751604830385,0.188762626262626,0.723376623376623,0.357142857142857,0,-1,1,2.30099923096775
"P35658:Q8WUM0","NUP214","NUP133",0.523683581297568,0.279609784155239,0.836944444444445,0.942307692307692,0,-1,1,123.97309891057
"Q8NFH5:Q8WUM0","NUP35","NUP133",0.699148164505284,0.253833792470156,0.836944444444445,0.942307692307692,0,-1,1,986.984988844101
"P48729:Q9NSI2","CSNK1A1","SLX9",0.463706028728725,0.1,0.240740740740741,1,0,-1,1,13.1930282088
"Q12769:Q9BTX1","NUP160","NDC1",0.740415751629923,0.232288544788545,0.798892580287929,0.625,0,-1,1,2110.0299862784
"P62241:Q9UI30","RPS8","TRMT112",0.758933211843687,0.222953216374269,0.517592592592593,0.924404761904762,0,-1,1,10.414354
"P62877:Q9BVW5","RBX1","TIPIN",0.607889489179361,0.14234126984127,0.514285714285714,0.925,0,-1,1,2.1429856272275
"P62979:Q9NSI2","RPS27A","SLX9",0.357593821384138,0.111111111111111,0.407407407407407,1,0,-1,1,6.45765684237056
"Q9BTX1:Q9BW27","NDC1","NUP85",0.545152271096409,0.312680375180375,0.468817204301075,0.296875,0,-1,1,2637.537482848
"Q5JTH9:Q9BVS4","RRP12","RIOK2",0.368020719794157,0,0.504761904761905,0.0976435786435786,0,-1,1,35.9405046
"P62877:Q07864","RBX1","POLE",0.323919241738399,0.394381313131313,0.503333333333333,0.495269016697588,0,-1,1,2.90363891955456
"P49792:Q99567","RANBP2","NUP88",0.69370002940199,0.566666666666667,0.878703703703704,0.916666666666667,0,-1,1,10148.5108462208
"O43709:Q9ULX3","BUD23","NOB1",0.371096315171126,0.168518518518519,0.555555555555556,0.510714285714286,0,-1,1,37.370777334
"Q7Z3B4:Q99567","NUP54","NUP88",0.638130139307229,0.5,0.333333333333333,0.916666666666667,0,-1,1,6567.46833229152
"Q9BYD6:Q9NWT8","MRPL1","AURKAIP1",0.16650578297035,0.303571428571429,0.51148538961039,1,0,-1,1,2.747745
"Q8WUM0:Q9BTX1","NUP133","NDC1",0.570865489251262,0.382792207792208,0.798892580287929,0.625,0,-1,1,8196.096598
"P08708:P48729","RPS17","CSNK1A1",0.549099588436914,0.141412572934312,0.763988095238095,0.184446505875077,0,-1,1,24.2400974333115
"P48729:P62851","CSNK1A1","RPS25",0.585453632712995,0.258680555555556,0.681318681318681,0.678571428571429,0,-1,1,10.829293807332
"P55735:Q99567","SEC13","NUP88",0.496915406789294,0.5,0.878703703703704,0.916666666666667,0,-1,1,18.7070817353875
"P56282:Q96L50","POLE2","LRR1",0.686989518739068,0.1,0.45,1,0,-1,1,37.81363744
"Q8NFH3:Q9BVL2","NUP43","NUP58",0.594021183564113,0.35,0.927450980392157,0.985401459854015,0,-1,1,2891.92296003609
"Q16531:Q6P1J9","DDB1","CDC73",0.648058999340375,0.184866522366522,0.759090909090909,0.980519480519481,0,-1,1,1.41364992
"P39019:Q9UI30","RPS19","TRMT112",0.628967653247333,0.345164884135472,0.517592592592593,0.924404761904762,0,-1,1,6.729710275
"P37198:Q96EE3","NUP62","SEH1L",0.742465005658434,0.161045241308399,0.52831541218638,0.925925925925926,0,-1,1,4284.30394962082
"P63220:Q9UI30","RPS21","TRMT112",0.667473592569507,0.162347155768208,0.517592592592593,0.924404761904762,0,-1,1,26.6302933739017
"P37198:Q8WYP5","NUP62","AHCTF1",0.74848889824393,0.27209595959596,0.474358974358974,0.25,0,-1,1,26.8787993692969
"P62861:Q9UNQ2","FAU","DIMT1",0.732484462621035,0.105952380952381,0.466666666666667,0.448717948717949,0,-1,0,0
"P62263:Q5JTH9","RPS14","RRP12",0.242676371633011,0,0.472222222222222,1,0,-1,1,4.85270875
"Q7Z3B4:Q8NFH3","NUP54","NUP43",0.80370041993011,0.320238095238095,0.334635416666667,1,0,-1,1,1638.56251605482
"P48729:P62244","CSNK1A1","RPS15A",0.519257304559307,0.209315375982043,0.739021164021164,0.691176470588235,0,-1,1,12.0387566039125
"P55735:Q9BTX1","SEC13","NDC1",0.586604240046964,0.224359668109668,0.798892580287929,0.666666666666667,0,-1,1,5.80125
"P46782:Q9UI30","RPS5","TRMT112",0.675119336109572,0.117638422183877,0.517592592592593,0.924404761904762,0,-1,1,18.2366620949136
"Q96EE3:Q9NRG9","SEH1L","AAAS",0.393990236380241,0.315260594106748,0.711401098901099,1,0,-1,1,77.4152498552008
