ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,min_pae_inter,top5_pae_inter,interface_residues_a,interface_residues_b,mean_participation,pae_inter_25th,pae_inter_50th,pae_inter_75th,total_pae_below_cutoff,normalized_interchain,normalized_total,cLIS,cLIA,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_median,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q07837:Q8N4P3,0.1932387576712078,0.74,Q07837,Q8N4P3,0.17,0.27,0.67,79.62,17.478,0.3,0.0,0,29.241,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,337492,0.0,0.4521015517832647,0.0,0,77.202,82.712,71.692,0.116,0.116,0.108,0.124,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q06330:Q9H293,0.4001634100332709,0.871,Q06330,Q9H293,0.17,0.262,0.63,70.28,18.965,0.38,0.0,0,28.144,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,171265,0.0,0.3736726238138979,0.0,0,67.543,73.569,61.518,0.142,0.142,0.148,0.137,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13077:Q8TER0,0.160974651831918,0.73,Q13077,Q8TER0,0.17,0.19,0.27,66.29,29.407,0.29,0.0,0,31.36,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,178105,0.0,0.0532413060822822,0.0,0,65.869,71.008,60.73,0.104,0.104,0.102,0.106,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0D2K3:Q99741,0.1289107217834341,0.706,Q0D2K3,Q99741,0.13,0.186,0.41,57.77,25.632,0.37,0.0,0,30.938,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,67352,0.0,0.1332328429481663,0.0,0,67.592,59.278,75.906,0.114,0.114,0.114,0.115,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13098:Q8N3S3,0.0240771378049304,0.559,Q13098,Q8N3S3,0.14,0.19,0.39,63.99,26.001,0.35,0.0,0,31.221,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,243867,0.0,0.149779262192785,0.0,0,56.095,40.6,71.59,0.124,0.124,0.118,0.13,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q10586:Q15528,0.1353566942438654,0.706,Q10586,Q15528,0.11,0.134,0.23,62.08,28.172,0.45,0.0,0,31.021,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,20661,0.0,0.074960544217687,0.0,0,81.642,70.95,92.333,0.12,0.12,0.115,0.125,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q06495:Q6Y7W6,0.1186104438280003,0.686,Q06495,Q6Y7W6,0.18,0.21,0.33,50.63,29.708,0.26,0.0,0,31.409,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,144060,0.0,0.0383562256579346,0.0,0,55.028,34.719,75.338,0.112,0.112,0.107,0.117,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12769:Q9NRX2,0.1314424076824245,0.706,Q12769,Q9NRX2,0.3,0.348,0.54,63.37,23.578,0.39,0.0,0,29.96,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,307934,0.0,0.1186496776313989,0.0,0,73.42,60.52,86.319,0.15,0.15,0.16,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0P641:Q9HAW0,0.0739754811330999,0.667,Q0P641,Q9HAW0,0.12,0.166,0.35,58.12,25.641,0.37,0.0,0,30.063,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,41654,0.0,0.1112125678157973,0.0,0,54.564,42.375,66.754,0.138,0.138,0.135,0.141,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0ZGT2:Q9P278,0.0806867973351389,0.667,Q0ZGT2,Q9P278,0.16,0.206,0.39,53.78,28.885,0.4,0.0,0,31.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,199111,0.0,0.0622120585992093,0.0,0,67.528,63.368,71.688,0.102,0.102,0.102,0.103,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12864:Q7Z4H3,0.1797821097591395,0.74,Q12864,Q7Z4H3,0.13,0.17,0.33,78.72,25.177,0.22,0.0,0,30.949,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,141114,0.0,0.1314772439289813,0.0,0,80.802,79.048,82.556,0.104,0.104,0.106,0.101,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13155:Q7Z402,0.1883396858278762,0.74,Q13155,Q7Z402,0.14,0.214,0.51,69.48,23.612,0.28,0.0,0,30.836,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,209978,0.0,0.1930212740922683,0.0,0,73.785,77.747,69.822,0.107,0.107,0.105,0.109,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q08AD1:Q7L5N1,0.2147441078650342,0.759,Q08AD1,Q7L5N1,0.19,0.212,0.3,55.3,29.708,0.53,0.0,0,30.985,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,153753,0.0,0.0466221084243823,0.0,0,75.474,63.289,87.659,0.11,0.11,0.104,0.116,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0VAA2:Q96HW7,0.144986646268843,0.714,Q0VAA2,Q96HW7,0.15,0.204,0.42,69.32,24.916,0.26,0.0,0,30.796,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,320977,0.0,0.1524540930682563,0.0,0,66.343,68.142,64.545,0.102,0.102,0.101,0.103,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q09013:Q6NZY4,0.0427470980530077,0.636,Q09013,Q6NZY4,0.14,0.186,0.37,60.38,28.346,0.44,0.0,0,31.258,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,166329,0.0,0.0931869419842948,0.0,0,65.171,65.642,64.7,0.117,0.117,0.114,0.121,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q07960:Q8N4P3,0.1734804537339511,0.73,Q07960,Q8N4P3,0.12,0.19,0.47,75.36,20.303,0.22,0.0,0,29.315,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,99576,0.0,0.2607220284663964,0.0,0,64.262,69.373,59.152,0.122,0.122,0.127,0.117,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0VGL1:Q8N5S3,0.1218184997669439,0.706,Q0VGL1,Q8N5S3,0.21,0.222,0.27,55.73,27.865,0.56,0.0,0,30.388,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,12496,0.0,0.083868023302639,0.0,0,68.184,77.605,58.763,0.152,0.152,0.175,0.129,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q06732:Q99719,0.2804213251575545,0.802,Q06732,Q99719,0.13,0.168,0.32,60.1,28.592,0.32,0.0,0,31.263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,95586,0.0,0.0726553254044324,0.0,0,74.462,73.171,75.753,0.099,0.099,0.099,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q07666:Q16559,0.1852905859383798,0.74,Q07666,Q16559,0.18,0.208,0.32,61.06,27.896,0.52,0.0,0,30.422,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,27504,0.0,0.0905925869809387,0.0,0,90.317,93.036,87.598,0.186,0.186,0.133,0.239,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0VAA5:Q12874,0.0565759076248508,0.636,Q0VAA5,Q12874,0.18,0.228,0.42,64.55,24.305,0.27,0.0,0,29.435,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,97760,0.0,0.1504842711918674,0.0,0,55.86,55.557,56.162,0.155,0.155,0.155,0.156,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q08AG5:Q53GS7,0.2422779246698635,0.778,Q08AG5,Q53GS7,0.2,0.228,0.34,56.98,28.719,0.37,0.0,0,31.036,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,127685,0.0,0.068629548249499,0.0,0,66.329,66.274,66.384,0.14,0.14,0.138,0.141,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q06265:Q9H5X1,0.0398756448134855,0.636,Q06265,Q9H5X1,0.16,0.23,0.51,68.07,22.511,0.38,0.0,0,28.74,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,94115,0.0,0.2623041741801165,0.0,0,75.776,83.601,67.952,0.14,0.14,0.134,0.147,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13153:Q99259,0.1924688158307092,0.74,Q13153,Q99259,0.25,0.298,0.49,72.66,23.34,0.43,0.038,3,30.874,11.55,0.027,0.075,0.075,0.075,0.0,0.108,"[0.108, 0.075, 0.042, 0.0, 0.0]",0.0,0.1683501683501683,0.0841750841750841,0.0583333333333333,0.075,0.0916666666666667,339026,4.633490872022982e-06,0.2613277669905906,0.054,1,75.782,89.476,62.088,0.16,0.16,0.182,0.137,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12931:Q9H6Z9,0.1268132847851632,0.706,Q12931,Q9H6Z9,0.43,0.448,0.52,72.13,21.559,0.5,0.0,0,26.255,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,165863,0.0,0.1865203109590227,0.0,0,64.663,60.497,68.829,0.188,0.188,0.182,0.194,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12933:Q8NBP5,0.0555688720672169,0.636,Q12933,Q8NBP5,0.12,0.172,0.38,71.8,25.344,0.27,0.0,0,31.171,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,159757,0.0,0.1680547008547008,0.0,0,69.339,83.473,55.205,0.119,0.119,0.124,0.114,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12874:Q9BSY4,0.1015739517098607,0.686,Q12874,Q9BSY4,0.28,0.318,0.47,66.09,23.049,0.36,0.046,120,27.602,11.452,0.038,0.05,0.158,0.142,0.109,0.175,"[0.175, 0.175, 0.158, 0.15, 0.133]",0.5988023952095809,49.09090909090909,24.844855743059338,0.025,0.0499999999999999,0.075,67095,0.0010887316276537,0.1797246873334208,0.044,7,62.911,59.485,66.336,0.282,0.282,0.289,0.276,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9NZK5:Q9UJV3,0.2530224197454686,0.785,Q9NZK5,Q9UJV3,0.39,0.414,0.51,77.22,23.022,0.5,0.0,0,27.854,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,318927,0.0,0.205425902212924,0.0,0,84.816,85.281,84.351,0.25,0.25,0.243,0.258,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
Q03468:Q99608,0.1750920400223682,0.73,Q03468,Q99608,0.2,0.228,0.34,53.9,28.479,0.42,0.0,0,31.048,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,181224,0.0,0.0550733058692103,0.0,0,61.381,51.452,71.309,0.11,0.11,0.108,0.113,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9Y294:Q9Y383,0.0888821848128737,0.667,Q9Y294,Q9Y383,0.08,0.124,0.3,56.72,26.463,0.3,0.0,0,31.013,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,44228,0.0,0.1245101572001261,0.0,0,72.803,87.73,57.877,0.105,0.105,0.106,0.105,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9Y535:Q9Y5G4,0.3295310336805252,0.834,Q9Y535,Q9Y5G4,0.35,0.344,0.32,69.43,26.976,0.48,0.01,3,30.99,11.883,0.01,0.017,0.019,0.019,0.001,0.033,"[0.033, 0.017, 0.008, 0.0, 0.0]",0.0,0.2145922746781116,0.1072961373390558,0.0124999999999999,0.0166666666666666,0.0249999999999999,136847,7.889421863165867e-06,0.1060421729319579,0.012,2,66.353,85.703,47.003,0.182,0.182,0.209,0.155,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9ULJ6:Q9UNE7,0.1962696902169984,0.74,Q9ULJ6,Q9UNE7,0.35,0.342,0.31,57.33,28.749,0.58,0.021,2,30.837,11.75,0.0,0.042,0.042,0.042,0.0,0.042,"[0.042, 0.042, 0.0, 0.0, 0.0]",0.0937207122774133,0.0,0.0468603561387066,0.0416666666666666,0.0416666666666666,0.0416666666666666,123627,3.0930928144360827e-06,0.0658676541105013,0.021,2,68.23,53.968,82.491,0.179,0.179,0.151,0.206,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9NZ42:Q9Y4X3,0.1208081296790602,0.706,Q9NZ42,Q9Y4X3,0.11,0.156,0.34,67.14,21.378,0.29,0.0,0,27.677,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,9932,0.0,0.218915999911834,0.0,0,69.388,61.66,77.117,0.17,0.17,0.17,0.169,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9UBP8:Q9Y3C7,0.0642157067128072,0.636,Q9UBP8,Q9Y3C7,0.13,0.184,0.4,57.53,22.163,0.44,0.011,5,27.143,11.87,0.004,0.025,0.022,0.022,0.023,0.025,"[0.025, 0.025, 0.025, 0.017, 0.017]",0.0,3.816793893129771,1.9083969465648856,0.0166666666666666,0.025,0.025,9328,0.0002271901126862,0.2017955651703623,0.013,1,61.723,44.504,78.942,0.269,0.269,0.252,0.286,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
Q03111:Q8IZP9,0.2474633685138705,0.785,Q03111,Q8IZP9,0.22,0.242,0.33,52.85,28.621,0.47,0.23,811,30.433,9.245,0.155,0.267,0.572,0.558,0.071,0.592,"[0.592, 0.575, 0.575, 0.567, 0.55]",11.449016100178891,1.27826941986234,6.363642760020616,0.1083333333333333,0.2666666666666666,0.3916666666666666,157726,0.0007132767988911,0.0635025058620423,0.353,71,55.257,58.683,51.83,0.246,0.246,0.24,0.252,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9P0N9:Q9ULX5,0.1525633757016478,0.714,Q9P0N9,Q9ULX5,0.59,0.584,0.56,66.65,20.858,0.68,0.099,27600,22.206,10.811,0.076,0.083,0.48,0.466,7.464,0.517,"[0.517, 0.483, 0.475, 0.467, 0.458]",87.71331058020478,19.809825673534075,53.76156812686943,0.0416666666666666,0.0833333333333333,0.15,178371,0.0746418004900396,0.2089201383032551,0.229,66,72.45,84.465,60.435,0.416,0.416,0.392,0.44,0.03,0,-1,non-interacting pairs,not found in same PDB complex,False
Q03167:Q15382,0.2282729385172134,0.778,Q03167,Q15382,0.3,0.318,0.39,67.92,25.892,0.45,0.0,0,28.584,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,155253,0.0,0.1449303367639851,0.0,0,67.511,63.808,71.214,0.154,0.154,0.136,0.172,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9P283:Q9UKF6,0.3063036572917337,0.812,Q9P283,Q9UKF6,0.2,0.238,0.39,71.41,26.802,0.32,0.0,0,30.738,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,457900,0.0,0.1359873486327762,0.0,0,80.726,76.582,84.871,0.111,0.111,0.113,0.109,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q03468:Q13637,0.1486100137126011,0.714,Q03468,Q13637,0.21,0.24,0.36,53.56,28.215,0.41,0.0,0,30.427,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,171360,0.0,0.0580581421665553,0.0,0,63.733,70.907,56.558,0.12,0.12,0.121,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9P013:Q9Y274,0.0,0.0,Q9P013,Q9Y274,0.07,0.152,0.48,73.11,23.95,0.38,0.0,0,31.663,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,77429,0.0,0.2469036989795918,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q02108:Q9H3M7,0.1236290599501674,0.706,Q02108,Q9H3M7,0.22,0.254,0.39,69.05,24.138,0.34,0.0,0,29.223,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,192643,0.0,0.1648548941818185,0.0,0,50.864,52.622,49.106,0.131,0.131,0.137,0.126,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9UHA4:Q9Y4K1,0.1316925920601935,0.706,Q9UHA4,Q9Y4K1,0.38,0.384,0.4,53.8,28.202,0.66,0.0,0,31.048,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,260594,0.0,0.0763889642080442,0.0,0,61.701,85.545,37.858,0.165,0.165,0.175,0.155,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9UF12:Q9Y6Y9,0.1705447570168547,0.73,Q9UF12,Q9Y6Y9,0.26,0.33,0.61,71.48,19.066,0.42,0.016,30,29.002,11.805,0.027,0.025,0.087,0.062,0.017,0.108,"[0.108, 0.108, 0.083, 0.075, 0.058]",0.0,9.375,4.6875,0.0166666666666666,0.025,0.0395833333333333,190004,0.0001749067164179,0.3922331219447747,0.0,0,66.435,55.43,77.44,0.207,0.207,0.209,0.206,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
Q03468:Q7Z7F7,0.1672371856001629,0.73,Q03468,Q7Z7F7,0.24,0.262,0.35,55.11,28.06,0.47,0.053,58,30.373,11.361,0.036,0.042,0.128,0.11,0.015,0.167,"[0.167, 0.15, 0.117, 0.108, 0.1]",1.6075016744809107,2.34375,1.975625837240456,0.0166666666666666,0.0416666666666666,0.0666666666666667,165118,0.0001517498325519,0.0628388733468537,0.071,11,64.61,66.594,62.627,0.244,0.244,0.234,0.254,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9UGQ3:Q9UKS7,0.0921297601953854,0.667,Q9UGQ3,Q9UKS7,0.14,0.202,0.45,55.44,25.892,0.39,0.0,0,30.637,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,170183,0.0,0.1594834170345678,0.0,0,52.711,40.386,65.037,0.144,0.144,0.139,0.148,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q01813:Q9Y5B9,0.1089440914839586,0.686,Q01813,Q9Y5B9,0.17,0.234,0.49,77.92,24.485,0.29,0.0,0,31.244,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,772729,0.0,0.230489169324585,0.0,0,82.204,89.967,74.441,0.101,0.101,0.102,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q02846:Q16665,0.1269969588655747,0.706,Q02846,Q16665,0.19,0.218,0.33,64.1,27.902,0.26,0.0,0,31.049,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,352777,0.0,0.0948059964939918,0.0,0,80.408,73.099,87.718,0.147,0.147,0.151,0.142,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9UJV3:Q9Y6F1,0.3433334596946418,0.834,Q9UJV3,Q9Y6F1,0.14,0.188,0.38,71.18,25.972,0.27,0.0,0,31.015,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,203798,0.0,0.1267539233149897,0.0,0,81.974,82.06,81.887,0.103,0.103,0.103,0.103,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q14108:Q9Y6G3,0.0280988165545232,0.559,Q14108,Q9Y6G3,0.09,0.202,0.65,78.18,17.523,0.31,0.0,0,30.769,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,175105,0.0,0.4555280957336108,0.0,0,70.712,90.445,50.98,0.114,0.114,0.114,0.115,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13627:Q6P1R3,0.2532468990511496,0.785,Q13627,Q6P1R3,0.16,0.2,0.36,57.02,27.822,0.43,0.0,0,30.644,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,178714,0.0,0.1022576163654299,0.0,0,55.086,75.269,34.903,0.121,0.121,0.126,0.117,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q14147:Q9BZI7,0.0918723827154074,0.667,Q14147,Q9BZI7,0.21,0.278,0.55,65.01,23.992,0.43,0.0,0,30.746,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,460842,0.0,0.1743054515416003,0.0,0,74.515,79.465,69.566,0.152,0.152,0.167,0.138,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13569:Q9P0Z9,0.1232670556070948,0.706,Q13569,Q9P0Z9,0.15,0.224,0.52,69.25,22.183,0.34,0.0,0,29.186,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,173229,0.0,0.2706703125,0.0,0,71.585,78.709,64.46,0.127,0.127,0.136,0.119,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13868:Q9H1A3,0.1442559016453473,0.714,Q13868,Q9H1A3,0.18,0.238,0.47,73.38,19.928,0.28,0.0,0,27.561,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,103894,0.0,0.2782966937300607,0.0,0,76.315,68.319,84.311,0.152,0.152,0.141,0.164,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13573:Q9NYV8,0.0737542232945525,0.667,Q13573,Q9NYV8,0.27,0.29,0.37,70.04,24.994,0.59,0.0,0,29.355,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,102899,0.0,0.1414207355873827,0.0,0,59.038,56.106,61.97,0.188,0.188,0.198,0.177,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13901:Q53HL2,0.2163899612765733,0.759,Q13901,Q53HL2,0.22,0.226,0.25,66.73,27.21,0.52,0.0,0,30.076,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,15390,0.0,0.0868309251245479,0.0,0,71.864,77.586,66.141,0.193,0.193,0.225,0.16,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13616:Q9Y547,0.4184671317329778,0.871,Q13616,Q9Y547,0.14,0.234,0.61,80.36,19.16,0.26,0.0,0,29.829,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,263880,0.0,0.3117674858223062,0.0,0,75.664,81.42,69.909,0.121,0.121,0.123,0.119,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13616:Q7L945,0.4048958932944283,0.871,Q13616,Q7L945,0.22,0.29,0.57,70.87,22.841,0.37,0.0,0,29.311,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,315213,0.0,0.2059988145100312,0.0,0,75.51,87.965,63.055,0.165,0.165,0.169,0.161,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q14596:Q9BWJ5,0.2028019288775718,0.759,Q14596,Q9BWJ5,0.24,0.238,0.23,52.04,29.643,0.25,0.0,0,30.207,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,41395,0.0,0.0374038586650088,0.0,0,58.565,40.472,76.658,0.117,0.117,0.113,0.122,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
